x,y,z
134947.97,521774.0,-37.405
134947.36,521775.0,-37.411
134946.69,521776.0,-37.393
134947.73,521773.84,-37.412
134948.34,521774.97,-37.435
134948.2,521774.38,-37.43
134947.98,521774.72,-37.428
134947.69,521775.22,-37.421
134947.4,521774.56,-37.42
134947.47,521773.9,-37.424
134946.77,521775.0,-37.438
134946.94,521774.78,-37.425
134947.02,521774.3,-37.424
134947.12,521774.22,-37.434
134947.22,521773.75,-37.413
134946.19,521775.16,-37.426
134946.27,521775.03,-37.448
134946.34,521774.38,-37.425
134945.94,521775.0,-37.433
134946.25,521774.53,-37.429
134947.33,521775.1,-37.378
134948.06,521775.62,-37.407
134948.3,521774.47,-37.4
134947.67,521775.44,-37.389
134947.38,521775.88,-37.387
134947.44,521775.8,-37.396
134947.58,521775.34,-37.412
134947.53,521775.12,-37.41
134947.3,521775.22,-37.39
134947.89,521774.0,-37.41
134947.56,521774.6,-37.408
134946.66,521775.97,-37.387
134946.89,521775.6,-37.417
134947.6,521773.84,-37.411
134946.95,521774.94,-37.385
134946.81,521774.9,-37.405
134946.5,521774.6,-37.391
134946.58,521774.53,-37.39
134946.8,521774.12,-37.396
134946.84,521774.03,-37.408
134948.62,521775.28,-37.434
134948.58,521775.25,-37.457
134948.33,521775.1,-37.419
134948.22,521774.97,-37.434
134947.77,521774.9,-37.448
134947.12,521775.66,-37.454
134947.36,521774.97,-37.43
134946.9,521775.72,-37.426
134947.39,521774.66,-37.45
134947.66,521773.97,-37.435
134946.86,521774.97,-37.407
134947.02,521774.72,-37.442
134946.69,521775.25,-37.435
134946.48,521775.28,-37.426
134946.56,521775.2,-37.447
134947.03,521774.22,-37.429
134946.23,521775.12,-37.424
134946.1,521775.06,-37.448
134946.67,521775.66,-37.489
134948.3,521774.97,-37.41
134947.86,521774.88,-37.417
134947.02,521775.8,-37.441
134947.61,521775.28,-37.405
134947.97,521774.1,-37.4
134946.77,521776.06,-37.41
134947.0,521775.7,-37.421
134947.5,521773.8,-37.411
134946.44,521774.7,-37.389
134946.86,521774.06,-37.413
134946.19,521774.53,-37.414
134947.8,521775.53,-37.404
134945.83,521774.94,-37.4
134946.98,521774.97,-37.381
134948.03,521775.75,-37.437
134948.17,521775.0,-37.444
134948.23,521774.34,-37.412
134947.7,521775.2,-37.432
134947.92,521774.3,-37.452
134947.95,521774.16,-37.413
134947.03,521775.44,-37.446
134947.48,521774.5,-37.419
134947.52,521774.4,-37.442
134946.7,521775.44,-37.449
134946.81,521774.97,-37.418
134946.94,521774.72,-37.455
134946.62,521775.22,-37.441
134947.0,521774.4,-37.455
134947.22,521774.38,-37.416
134946.62,521774.53,-37.388
134946.48,521774.47,-37.408
134946.42,521774.56,-37.397
134945.88,521774.9,-37.398
134948.81,521775.34,-37.437
134948.05,521774.78,-37.412
134947.27,521775.8,-37.379
134947.48,521774.6,-37.413
134947.19,521775.06,-37.372
134946.94,521774.9,-37.398
134948.03,521775.06,-37.502
134946.8,521774.84,-37.409
134947.67,521776.25,-37.47
134946.5,521775.34,-37.404
134946.8,521774.03,-37.401
134947.7,521775.5,-37.391
134947.98,521774.8,-37.414
134947.31,521775.94,-37.395
134947.62,521775.44,-37.4
134947.92,521774.1,-37.403
134946.9,521775.66,-37.422
134948.64,521775.4,-37.434
134947.73,521775.34,-37.41
134947.27,521775.88,-37.394
134946.94,521775.53,-37.419
134947.69,521773.78,-37.411
134947.47,521773.84,-37.419
134946.88,521774.8,-37.416
134947.22,521773.72,-37.389
134946.7,521774.53,-37.41
134948.72,521775.28,-37.429
134948.06,521775.5,-37.434
134948.27,521775.2,-37.435
134948.38,521775.06,-37.436
134947.67,521776.2,-37.456
134947.77,521776.06,-37.442
134948.14,521775.1,-37.458
134948.36,521774.56,-37.436
134947.8,521775.38,-37.431
134947.08,521776.25,-37.442
134947.97,521774.28,-37.441
134947.53,521774.72,-37.439
134947.08,521775.47,-37.443
134947.67,521773.94,-37.427
134947.42,521773.78,-37.434
134946.81,521774.78,-37.432
134946.42,521775.4,-37.422
134946.88,521774.12,-37.427
134946.52,521774.44,-37.428
134946.66,521774.12,-37.404
134947.23,521774.44,-37.42
134947.66,521776.25,-37.473
134945.77,521774.8,-37.421
134946.44,521774.56,-37.397
134947.77,521774.75,-37.421
134948.33,521775.0,-37.416
134948.03,521774.12,-37.412
134947.52,521774.66,-37.416
134946.55,521775.4,-37.405
134948.1,521775.75,-37.407
134947.67,521773.88,-37.405
134947.52,521773.84,-37.407
134946.9,521774.84,-37.404
134947.31,521773.62,-37.407
134946.61,521774.47,-37.401
134945.86,521774.88,-37.411
134947.31,521775.0,-37.405
134948.64,521775.2,-37.456
134947.98,521775.72,-37.452
134947.11,521776.34,-37.417
134947.9,521774.25,-37.438
134946.64,521775.47,-37.431
134946.47,521775.72,-37.451
134947.19,521774.3,-37.431
134946.97,521774.38,-37.441
134945.89,521774.75,-37.435
134947.27,521775.28,-37.416
134947.1,521774.88,-37.391
134947.88,521774.1,-37.405
134946.92,521775.56,-37.418
134946.7,521774.62,-37.395
134946.45,521774.72,-37.385
134946.23,521774.47,-37.407
134947.14,521774.38,-37.421
134948.19,521775.78,-37.408
134947.45,521775.84,-37.401
134948.31,521775.1,-37.419
134948.03,521774.03,-37.408
134947.64,521773.78,-37.413
134947.2,521774.44,-37.415
134947.73,521775.56,-37.414
134947.69,521775.38,-37.403
134947.61,521775.47,-37.418
134947.56,521775.28,-37.407
134947.52,521775.1,-37.414
134945.78,521774.84,-37.416
134946.48,521774.8,-37.395
134948.75,521775.28,-37.425
134947.98,521775.62,-37.439
134948.02,521774.84,-37.428
134947.08,521776.34,-37.428
134947.8,521774.88,-37.428
134947.86,521774.25,-37.441
134947.56,521774.72,-37.444
134947.44,521774.66,-37.43
134947.78,521773.84,-37.428
134946.6,521775.5,-37.424
134947.45,521773.8,-37.423
134946.84,521774.78,-37.43
134946.53,521775.28,-37.433
134946.22,521775.25,-37.454
134946.23,521774.94,-37.447
134948.34,521774.5,-37.421
134948.03,521774.8,-37.411
134947.39,521775.8,-37.389
134947.89,521774.22,-37.415
134947.11,521774.9,-37.386
134948.02,521775.53,-37.436
134948.31,521774.5,-37.433
134946.98,521776.28,-37.456
134946.89,521775.7,-37.43
134947.45,521774.47,-37.422
134947.77,521775.72,-37.484
134947.84,521776.0,-37.45
134948.3,521774.94,-37.432
134947.77,521775.28,-37.439
134947.95,521774.72,-37.431
134947.64,521775.22,-37.425
134947.08,521774.12,-37.45
134946.25,521775.2,-37.419
134946.16,521775.12,-37.429
134945.88,521774.78,-37.425
134948.12,521775.53,-37.428
134947.14,521776.3,-37.418
134947.3,521776.06,-37.443
134947.9,521774.72,-37.424
134947.61,521774.72,-37.432
134946.78,521776.06,-37.428
134947.08,521775.6,-37.434
134946.88,521775.62,-37.425
134946.92,521775.5,-37.431
134948.73,521775.38,-37.438
134946.22,521775.03,-37.432
134945.89,521775.03,-37.425
134946.67,521774.72,-37.38
134947.36,521776.0,-37.397
134947.0,521774.94,-37.391
134948.22,521775.06,-37.419
134947.27,521776.03,-37.421
134947.78,521774.72,-37.432
134947.11,521775.72,-37.441
134947.61,521774.7,-37.427
134947.06,521775.53,-37.42
134947.5,521774.47,-37.42
134946.86,521775.6,-37.429
134947.11,521774.38,-37.424
134946.98,521774.28,-37.427
134946.08,521775.12,-37.453
134946.39,521774.44,-37.436
134948.33,521775.16,-37.433
134947.11,521776.28,-37.421
134947.4,521775.28,-37.426
134947.03,521775.6,-37.418
134947.52,521773.97,-37.444
134946.44,521775.72,-37.446
134947.1,521774.4,-37.432
134946.31,521775.1,-37.441
134946.53,521774.4,-37.447
134946.97,521775.75,-37.428
134947.05,521775.66,-37.423
134947.1,521775.5,-37.43
134947.92,521773.97,-37.421
134947.4,521774.5,-37.433
134947.6,521773.94,-37.423
134946.56,521775.53,-37.442
134946.25,521775.0,-37.443
134945.95,521774.88,-37.432
134947.73,521775.47,-37.383
134947.44,521775.97,-37.432
134947.98,521774.28,-37.432
134948.06,521774.16,-37.427
134947.86,521774.2,-37.426
134947.42,521774.6,-37.425
134946.16,521775.0,-37.439
134945.9,521774.84,-37.427
134948.19,521775.66,-37.408
134948.73,521775.34,-37.424
134948.36,521775.1,-37.434
134948.0,521774.88,-37.445
134947.75,521775.25,-37.444
134946.94,521775.75,-37.423
134947.42,521773.84,-37.431
134947.12,521774.34,-37.425
134947.39,521773.62,-37.429
134946.27,521775.16,-37.43
134945.84,521774.75,-37.429
134947.0,521776.34,-37.442
134947.06,521776.4,-37.441
134946.78,521776.2,-37.401
134947.16,521776.4,-37.428
134947.12,521776.38,-37.422
134946.94,521776.34,-37.454
134947.02,521776.4,-37.453
134946.94,521776.28,-37.458
134946.92,521776.38,-37.472
134948.95,521776.2,-37.397
134948.42,521775.9,-37.413
134948.02,521776.34,-37.408
134947.78,521776.78,-37.438
134949.66,521776.72,-37.41
134949.11,521775.6,-37.4
134948.75,521776.2,-37.401
134949.95,521776.75,-37.455
134949.55,521776.8,-37.437
134949.5,521776.62,-37.426
134949.44,521776.75,-37.449
134948.89,521776.78,-37.433
134949.14,521776.38,-37.418
134948.81,521776.03,-37.436
134948.45,521776.6,-37.418
134948.53,521776.53,-37.436
134948.94,521775.6,-37.43
134949.02,521775.44,-37.446
134949.05,521775.7,-37.398
134949.64,521776.78,-37.442
134949.47,521776.8,-37.443
134949.2,521776.47,-37.418
134948.34,521776.62,-37.441
134948.42,521776.56,-37.432
134948.34,521775.8,-37.414
134949.5,521776.72,-37.411
134949.53,521776.66,-37.404
134948.52,521775.8,-37.414
134949.33,521775.88,-37.405
134948.97,521776.25,-37.392
134948.81,521776.28,-37.382
134949.03,521775.6,-37.406
134948.53,521775.84,-37.418
134948.0,521776.44,-37.42
134949.58,521776.6,-37.415
134949.22,521776.4,-37.404
134948.77,521776.3,-37.401
134948.83,521776.2,-37.386
134948.45,521775.97,-37.415
134948.92,521775.62,-37.456
134947.95,521776.5,-37.456
134948.89,521776.25,-37.38
134948.8,521776.3,-37.39
134949.58,521776.72,-37.407
134949.4,521775.88,-37.401
134948.9,521776.12,-37.404
134949.06,521775.7,-37.389
134949.62,521776.62,-37.4
134948.88,521776.2,-37.384
134948.5,521775.97,-37.413
134948.89,521776.72,-37.456
134948.52,521776.47,-37.449
134948.97,521775.44,-37.448
134948.56,521775.88,-37.425
134948.19,521776.47,-37.443
134948.44,521775.78,-37.429
134947.86,521776.75,-37.453
134948.64,521775.75,-37.474
134949.67,521776.7,-37.402
134949.16,521776.5,-37.438
134948.8,521776.78,-37.439
134948.64,521775.78,-37.463
134949.27,521776.47,-37.415
134948.95,521776.12,-37.412
134949.3,521775.72,-37.427
134948.19,521776.4,-37.429
134949.92,521776.75,-37.436
134949.27,521776.53,-37.438
134948.42,521776.5,-37.444
134947.73,521776.25,-37.45
134948.95,521776.75,-37.451
134948.88,521776.06,-37.421
134948.36,521775.88,-37.42
134948.97,521775.56,-37.421
134948.86,521775.53,-37.447
134948.12,521776.44,-37.421
134948.3,521775.88,-37.431
134948.38,521775.75,-37.435
134947.78,521776.72,-37.451
134948.03,521776.3,-37.399
134948.81,521776.1,-37.412
134948.77,521776.25,-37.388
134949.14,521775.7,-37.392
134948.61,521775.8,-37.436
134948.19,521776.34,-37.433
134948.02,521776.44,-37.418
134949.08,521775.78,-37.418
134949.89,521776.8,-37.426
134949.2,521776.53,-37.459
134949.14,521776.34,-37.42
134949.56,521776.53,-37.437
134948.88,521776.0,-37.452
134948.98,521775.53,-37.423
134948.06,521776.47,-37.432
134949.02,521775.75,-37.441
134948.9,521776.0,-37.45
134948.55,521776.5,-37.446
134947.88,521776.72,-37.464
134949.16,521775.6,-37.407
134949.03,521775.53,-37.411
134949.31,521776.44,-37.422
134949.75,521776.7,-37.433
134948.78,521776.1,-37.416
134949.03,521775.78,-37.429
134949.62,521776.56,-37.413
134949.0,521775.66,-37.413
134949.48,521776.78,-37.425
134949.73,521776.72,-37.441
134949.53,521776.78,-37.423
134948.83,521776.0,-37.446
134948.55,521775.8,-37.42
134949.19,521776.34,-37.417
134948.31,521775.84,-37.423
134949.12,521775.66,-37.387
134948.53,521776.62,-37.431
134948.16,521776.38,-37.424
134949.11,521776.4,-37.427
134948.8,521776.03,-37.426
134948.94,521775.62,-37.437
134950.02,521776.75,-37.431
134948.52,521776.7,-37.444
134949.1,521775.5,-37.427
134948.89,521775.56,-37.436
134948.16,521776.47,-37.436
134948.33,521775.9,-37.428
134948.42,521776.6,-37.422
134948.4,521776.66,-37.434
134948.97,521775.5,-37.435
134948.36,521775.94,-37.441
134949.31,521775.9,-37.432
134949.69,521776.66,-37.403
134949.28,521776.44,-37.406
134949.33,521775.78,-37.42
134947.67,521776.75,-37.445
134947.64,521776.8,-37.444
134947.72,521776.75,-37.443
134946.03,521769.2,-37.396
134945.23,521770.2,-37.385
134945.84,521769.75,-37.405
134945.78,521769.84,-37.411
134945.92,521769.97,-37.395
134946.1,521769.9,-37.407
134945.77,521770.5,-37.414
134945.22,521770.03,-37.378
134946.12,521770.7,-37.406
134945.3,521770.16,-37.374
134945.23,521769.44,-37.409
134945.6,521769.66,-37.407
134945.95,521769.22,-37.398
134945.45,521770.1,-37.396
134945.38,521770.16,-37.378
134946.03,521769.72,-37.413
134945.95,521769.84,-37.391
134946.05,521769.94,-37.406
134945.75,521770.44,-37.409
134945.38,521770.03,-37.405
134947.0,521769.2,-37.409
134946.03,521769.12,-37.401
134945.98,521769.72,-37.407
134947.16,521769.97,-37.401
134947.1,521769.88,-37.394
134946.77,521770.4,-37.415
134947.56,521770.22,-37.406
134947.5,521770.12,-37.389
134947.06,521770.75,-37.409
134945.56,521769.53,-37.41
134945.28,521770.03,-37.383
134945.62,521769.72,-37.401
134945.36,521770.25,-37.4
134945.77,521769.8,-37.414
134945.88,521769.88,-37.393
134945.7,521770.47,-37.411
134946.08,521770.7,-37.418
134946.25,521771.5,-37.416
134947.17,521770.0,-37.407
134947.08,521769.97,-37.416
134946.14,521770.66,-37.408
134947.4,521770.25,-37.413
134947.53,521770.28,-37.404
134947.4,521770.2,-37.408
134947.5,521770.06,-37.411
134947.11,521770.66,-37.403
134945.61,521769.78,-37.417
134946.11,521769.78,-37.404
134946.02,521769.88,-37.394
134946.84,521769.72,-37.41
134947.22,521769.94,-37.408
134945.97,521770.03,-37.406
134947.1,521770.7,-37.402
134945.28,521770.1,-37.37
134945.22,521770.06,-37.357
134946.12,521769.5,-37.496
134947.44,521770.22,-37.404
134947.55,521770.1,-37.396
134946.69,521770.8,-37.5
134946.05,521769.1,-37.419
134946.05,521769.8,-37.396
134946.8,521769.72,-37.412
134947.45,521769.5,-37.407
134947.05,521769.88,-37.414
134947.42,521770.12,-37.403
134945.95,521769.1,-37.407
134945.9,521769.2,-37.404
134945.17,521770.1,-37.387
134946.03,521769.25,-37.4
134945.4,521770.25,-37.398
134945.8,521769.8,-37.403
134946.39,521769.47,-37.417
134946.83,521769.6,-37.419
134947.48,521770.25,-37.398
134947.06,521770.6,-37.41
134945.52,521769.56,-37.418
134945.97,521769.12,-37.394
134945.83,521769.94,-37.412
134946.08,521769.75,-37.407
134946.19,521771.53,-37.418
134947.02,521770.72,-37.422
134946.97,521769.12,-37.417
134945.92,521769.16,-37.405
134945.48,521770.1,-37.421
134945.42,521770.22,-37.39
134945.9,521769.78,-37.389
134945.81,521769.88,-37.408
134946.78,521769.7,-37.407
134946.34,521768.84,-37.507
134945.38,521770.1,-37.392
134945.53,521770.03,-37.467
134945.97,521771.2,-37.463
134945.52,521769.66,-37.421
134946.0,521769.78,-37.393
134945.47,521770.0,-37.465
134946.42,521770.75,-37.466
134946.33,521768.62,-37.461
134945.12,521769.5,-37.464
134945.52,521769.53,-37.413
134945.64,521770.34,-37.431
134945.6,521770.44,-37.447
134945.81,521770.4,-37.435
134947.31,521769.28,-37.456
134946.34,521770.03,-37.437
134946.27,521770.16,-37.433
134946.7,521769.75,-37.444
134946.39,521770.25,-37.448
134946.55,521771.06,-37.463
134947.06,521770.0,-37.433
134946.52,521770.3,-37.452
134947.0,521770.62,-37.43
134947.05,521770.5,-37.445
134947.19,521770.06,-37.439
134945.56,521769.56,-37.407
134945.61,521769.72,-37.403
134945.28,521770.25,-37.406
134946.53,521768.84,-37.451
134946.92,521769.03,-37.433
134945.11,521769.47,-37.432
134945.44,521769.5,-37.437
134945.66,521770.25,-37.445
134945.73,521770.34,-37.426
134946.64,521769.72,-37.451
134946.34,521770.25,-37.441
134946.12,521770.6,-37.43
134946.02,521770.7,-37.439
134946.55,521771.03,-37.449
134946.48,521770.84,-37.437
134946.72,521770.44,-37.44
134946.69,521770.25,-37.429
134946.55,521770.38,-37.464
134946.16,521770.75,-37.409
134947.19,521770.53,-37.443
134947.02,521770.8,-37.444
134946.94,521770.66,-37.449
134946.83,521769.66,-37.405
134945.5,521769.47,-37.435
134945.42,521769.6,-37.441
134945.8,521770.3,-37.442
134946.4,521770.22,-37.439
134946.17,521770.56,-37.437
134946.56,521770.78,-37.454
134946.78,521770.44,-37.428
134947.28,521769.38,-37.452
134945.97,521769.28,-37.42
134947.02,521770.56,-37.434
134947.2,521770.03,-37.43
134946.95,521770.72,-37.444
134947.06,521770.8,-37.441
134946.56,521768.72,-37.458
134946.97,521768.97,-37.462
134947.08,521769.06,-37.44
134945.47,521769.47,-37.447
134945.4,521769.6,-37.452
134946.39,521769.34,-37.445
134946.31,521769.47,-37.441
134946.48,521770.78,-37.451
134946.72,521770.4,-37.417
134946.36,521771.0,-37.444
134946.61,521770.34,-37.427
134946.28,521770.62,-37.447
134947.47,521770.03,-37.434
134947.03,521770.78,-37.426
134944.95,521769.88,-37.469
134946.6,521769.7,-37.463
134947.28,521769.44,-37.458
134945.88,521771.12,-37.464
134945.17,521770.16,-37.409
134945.97,521769.97,-37.391
134946.11,521770.75,-37.411
134946.22,521770.66,-37.412
134945.75,521769.97,-37.458
134946.62,521770.47,-37.471
134946.64,521768.88,-37.426
134946.88,521769.06,-37.444
134946.94,521769.22,-37.439
134945.28,521769.44,-37.424
134945.44,521769.66,-37.445
134945.66,521769.62,-37.425
134946.47,521769.44,-37.443
134945.64,521770.47,-37.432
134945.77,521770.56,-37.418
134946.7,521769.6,-37.436
134946.17,521770.12,-37.451
134947.14,521769.2,-37.447
134946.75,521769.78,-37.437
134947.12,521770.03,-37.427
134946.47,521771.0,-37.445
134946.58,521770.84,-37.432
134947.2,521769.9,-37.421
134947.31,521769.44,-37.455
134947.38,521769.34,-37.449
134946.39,521770.94,-37.437
134946.55,521770.34,-37.441
134947.02,521770.47,-37.449
134946.66,521768.84,-37.435
134945.27,521769.38,-37.42
134945.64,521769.6,-37.418
134945.25,521770.22,-37.417
134945.62,521770.44,-37.443
134947.12,521769.12,-37.442
134946.3,521770.2,-37.42
134946.73,521769.78,-37.441
134946.17,521771.47,-37.422
134946.34,521770.94,-37.44
134946.44,521770.78,-37.453
134946.64,521770.44,-37.446
134947.11,521770.53,-37.43
134945.48,521769.66,-37.434
134945.69,521769.6,-37.434
134946.36,521769.34,-37.447
134946.25,521769.44,-37.447
134945.75,521770.3,-37.436
134945.67,521770.44,-37.423
134946.62,521769.66,-37.455
134946.34,521770.2,-37.427
134946.62,521770.8,-37.457
134946.95,521770.56,-37.446
134947.0,521769.03,-37.437
134945.66,521770.38,-37.427
134946.73,521769.75,-37.424
134946.38,521770.88,-37.451
134947.61,521770.28,-37.426
134946.73,521771.1,-37.431
134946.52,521768.88,-37.46
134946.61,521768.72,-37.465
134946.73,521768.78,-37.462
134946.52,521771.06,-37.457
134946.31,521770.6,-37.465
134946.55,521768.9,-37.448
134945.52,521769.44,-37.445
134947.52,521770.06,-37.409
134946.3,521770.1,-37.426
134946.3,521770.94,-37.451
134945.95,521771.22,-37.454
134947.39,521770.28,-37.439
134947.03,521770.56,-37.423
134946.97,521769.2,-37.411
134946.72,521768.8,-37.442
134946.4,521769.3,-37.445
134946.33,521769.44,-37.432
134946.45,521769.53,-37.429
134946.7,521769.66,-37.431
134946.44,521771.0,-37.439
134946.64,521770.3,-37.418
134947.52,521770.0,-37.441
134946.64,521768.75,-37.452
134946.94,521769.1,-37.421
134947.14,521769.03,-37.447
134946.25,521769.34,-37.443
134945.73,521769.9,-37.429
134946.34,521770.12,-37.422
134946.06,521770.78,-37.432
134946.1,521771.47,-37.436
134947.17,521770.1,-37.447
134945.48,521769.72,-37.447
134945.3,521770.28,-37.438
134945.83,521769.97,-37.428
134945.78,521770.25,-37.455
134946.3,521770.06,-37.43
134946.72,521769.66,-37.423
134946.08,521770.6,-37.441
134946.66,521770.28,-37.42
134946.64,521770.8,-37.466
134946.89,521770.66,-37.462
134946.58,521768.72,-37.477
134946.5,521768.8,-37.465
134946.27,521770.56,-37.47
134946.17,521770.16,-37.456
134946.78,521771.03,-37.461
134945.4,521770.03,-37.42
134945.77,521770.28,-37.446
134946.25,521770.25,-37.446
134946.25,521771.44,-37.43
134946.44,521770.88,-37.439
134947.64,521770.25,-37.434
134947.45,521770.3,-37.432
134947.02,521769.03,-37.447
134946.34,521769.28,-37.451
134946.52,521770.94,-37.43
134946.22,521771.4,-37.442
134947.33,521769.34,-37.443
134946.98,521770.7,-37.434
134945.58,521769.78,-37.437
134946.2,521769.3,-37.449
134946.45,521769.47,-37.433
134945.77,521770.56,-37.436
134947.11,521769.22,-37.447
134946.23,521771.4,-37.451
134947.34,521770.2,-37.437
134946.81,521771.06,-37.429
134945.22,521770.25,-37.435
134945.81,521770.44,-37.424
134946.97,521770.47,-37.451
134947.39,521770.06,-37.427
134945.9,521770.0,-37.42
134946.95,521768.3,-37.408
134946.88,521768.38,-37.409
134947.0,521768.38,-37.411
134946.95,521768.47,-37.407
134948.34,521767.1,-37.406
134948.44,521767.22,-37.393
134947.33,521768.53,-37.398
134947.2,521768.56,-37.402
134948.5,521769.44,-37.383
134948.52,521769.3,-37.401
134947.0,521768.3,-37.405
134948.3,521767.12,-37.408
134947.92,521767.7,-37.409
134947.19,521768.62,-37.401
134948.56,521767.25,-37.411
134947.31,521768.7,-37.406
134948.2,521769.2,-37.391
134949.03,521768.38,-37.413
134946.86,521768.3,-37.413
134947.31,521768.72,-37.403
134948.5,521767.25,-37.396
134948.42,521767.25,-37.392
134948.53,521769.34,-37.397
134948.39,521769.47,-37.415
134948.1,521769.12,-37.401
134948.06,521768.38,-37.464
134949.39,521768.7,-37.479
134946.95,521768.5,-37.413
134947.23,521768.7,-37.403
134948.39,521769.44,-37.4
134948.45,521769.3,-37.404
134948.16,521769.25,-37.398
134948.2,521769.12,-37.405
134948.06,521769.2,-37.399
134948.48,521769.62,-37.498
134948.42,521767.12,-37.41
134948.38,521767.25,-37.412
134947.89,521767.78,-37.461
134947.78,521768.22,-37.474
134947.36,521768.56,-37.395
134948.53,521767.3,-37.408
134948.36,521767.84,-37.465
134948.45,521767.94,-37.46
134948.56,521769.44,-37.39
134948.81,521769.03,-37.465
134948.44,521769.34,-37.394
134949.36,521768.7,-37.483
134949.0,521768.47,-37.466
134948.3,521767.97,-37.476
134947.47,521769.3,-37.453
134948.98,521767.72,-37.49
134948.67,521768.22,-37.465
134948.33,521767.3,-37.464
134948.31,521767.16,-37.413
134947.2,521768.7,-37.413
134947.38,521768.62,-37.415
134948.28,521767.97,-37.479
134947.97,521768.44,-37.474
134948.48,521767.9,-37.461
134947.44,521769.3,-37.456
134947.44,521767.94,-37.468
134949.03,521768.94,-37.467
134948.66,521768.16,-37.461
134948.38,521767.06,-37.435
134948.5,521767.12,-37.422
134948.83,521767.5,-37.441
134947.6,521768.84,-37.442
134947.53,521768.9,-37.451
134947.69,521768.97,-37.428
134948.92,521768.9,-37.439
134948.0,521769.03,-37.451
134949.02,521768.5,-37.453
134948.72,521768.06,-37.445
134947.23,521768.53,-37.403
134946.8,521768.44,-37.455
134947.25,521768.72,-37.408
134947.61,521768.97,-37.425
134947.55,521769.4,-37.434
134949.02,521768.97,-37.447
134947.97,521769.22,-37.449
134948.81,521768.12,-37.444
134948.66,521768.12,-37.446
134946.84,521768.47,-37.439
134947.86,521767.75,-37.447
134947.64,521768.78,-37.426
134947.58,521769.4,-37.45
134948.98,521769.1,-37.451
134948.9,521769.0,-37.443
134947.94,521769.12,-37.439
134947.61,521768.75,-37.438
134947.55,521768.88,-37.444
134948.16,521768.38,-37.477
134947.67,521768.94,-37.422
134948.83,521769.0,-37.448
134948.14,521769.1,-37.412
134947.84,521767.75,-37.465
134947.77,521768.16,-37.478
134946.95,521768.38,-37.404
134948.39,521767.2,-37.399
134947.2,521768.53,-37.405
134947.69,521768.84,-37.419
134948.06,521768.5,-37.464
134948.88,521768.84,-37.465
134949.47,521768.72,-37.474
134948.62,521768.2,-37.48
134947.39,521768.5,-37.415
134948.34,521768.0,-37.482
134947.38,521769.28,-37.462
134948.56,521767.16,-37.434
134948.73,521767.38,-37.445
134948.89,521767.47,-37.44
134948.98,521768.94,-37.442
134948.03,521769.06,-37.438
134949.1,521768.53,-37.438
134949.05,521768.3,-37.427
134948.1,521769.1,-37.414
134949.08,521768.34,-37.415
134948.45,521767.06,-37.438
134948.53,521767.12,-37.429
134947.2,521768.72,-37.429
134948.7,521767.44,-37.445
134947.6,521768.9,-37.438
134948.88,521769.06,-37.45
134948.95,521768.94,-37.444
134949.06,521768.5,-37.432
134948.75,521768.2,-37.427
134946.86,521768.25,-37.436
134946.86,521768.44,-37.413
134947.14,521768.62,-37.43
134947.62,521768.94,-37.425
134947.52,521769.38,-37.447
134948.3,521767.25,-37.444
134948.03,521769.12,-37.415
134948.72,521768.22,-37.444
134948.56,521769.34,-37.413
134947.12,521768.6,-37.433
134948.0,521767.75,-37.465
134947.67,521768.78,-37.423
134947.97,521769.16,-37.436
134948.23,521768.44,-37.458
134949.16,521768.34,-37.427
134948.83,521768.1,-37.445
134948.4,521767.84,-37.471
134949.25,521769.22,-37.49
134948.97,521768.8,-37.479
134948.22,521768.4,-37.462
134948.14,521769.12,-37.399
134949.11,521768.4,-37.417
134948.08,521769.25,-37.404
134948.36,521767.75,-37.487
134948.5,521768.72,-37.479
134948.44,521769.44,-37.389
134947.67,521768.75,-37.445
134948.16,521769.06,-37.439
134948.14,521768.53,-37.449
134949.22,521768.47,-37.443
134948.83,521767.44,-37.437
134947.34,521768.56,-37.394
134947.81,521767.62,-37.448
134948.36,521767.28,-37.439
134948.7,521767.47,-37.441
134947.94,521769.06,-37.451
134947.31,521767.97,-37.456
134948.28,521767.2,-37.43
134947.98,521767.7,-37.433
134948.53,521767.38,-37.441
134947.36,521768.7,-37.422
134947.69,521769.03,-37.451
134947.77,521768.94,-37.444
134946.95,521768.25,-37.422
134948.14,521769.34,-37.439
134948.39,521769.34,-37.396
134949.11,521768.47,-37.421
134948.14,521769.22,-37.384
134947.6,521769.0,-37.441
134948.12,521768.47,-37.453
134948.81,521768.22,-37.439
134947.31,521768.0,-37.471
134947.94,521769.25,-37.475
134948.36,521767.97,-37.465
134948.25,521768.4,-37.468
134948.47,521767.3,-37.403
134947.36,521768.0,-37.459
134947.95,521769.22,-37.458
134948.1,521768.47,-37.455
134947.0,521768.5,-37.411
134948.48,521767.2,-37.4
134948.56,521768.75,-37.473
134947.97,521767.56,-37.443
134948.69,521767.44,-37.444
134947.73,521768.78,-37.43
134947.92,521767.66,-37.403
134948.45,521767.34,-37.437
134948.84,521768.9,-37.453
134948.33,521769.47,-37.446
134948.97,521768.34,-37.446
134948.56,521769.28,-37.418
134946.81,521768.34,-37.434
134947.23,521768.75,-37.434
134946.98,521768.25,-37.419
134948.33,521769.47,-37.429
134949.16,521768.4,-37.423
134947.39,521768.7,-37.437
134948.38,521769.3,-37.409
134948.81,521767.53,-37.449
134948.19,521768.5,-37.456
134948.98,521768.3,-37.439
